"invoice","productType","notes","price","quantity","amount","Title","ID","Created Date","Updated Date","Owner"
"485b2db8-5572-4b65-997b-d5f4665413bb","3393a717-a333-48a2-a785-ba2eebc00f68",,250,1,250,,"2841fade-624e-4832-9698-b86473a1facf",2022-11-30T21:16:55Z,2022-11-30T21:16:55Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"906306c3-27c2-4bb7-abb3-603239b33707","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,50,1,50,,"28a111d9-bed9-4b02-ac9e-aecac86774c5",2024-03-04T09:23:56Z,2024-03-04T09:23:56Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"f01c0a81-45df-4b38-9bbe-b5a3616edbbd","74bc6f85-06a7-480e-a30e-155b42f29627","<p>Website Hosting Annual</p>",2500,1,2500,,"28bb17f2-92ec-478e-ae80-c4a5b8e57f50",2024-08-22T06:03:56Z,2024-08-22T06:03:56Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"10f115fa-6ae5-4e39-b80f-0f393a899bb1","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Social Media &amp; Content Creation + Performance Ads</span></p><ul><li>Daily Stories</li><li>2-3 post a week</li><li>Boost Budget 500 AED (Directly debited from Client Card)</li><li>Performance Ads Management &amp; Monitoring</li><li>Community Management, Strategy, Reporting</li></ul><p> </p><p><span style=""font-weight:bold"">Platforms:</span></p><p>META Facebook, Instagram, Pinterest, &amp; LinkedIn</p>",4000,1,4000,,"28bc5cc1-96c2-4909-895e-429ad91bdde5",2026-04-30T11:31:30Z,2026-04-30T11:31:30Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"d927e5b0-61a5-4878-9cc4-7edc02402a01","74bc6f85-06a7-480e-a30e-155b42f29627",,1500,1,1500,,"28e86299-6696-46f6-9e8e-7113710395bc",2023-02-15T06:28:37Z,2023-02-15T06:28:37Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"e0c8a695-e91b-43e2-b1cf-8b2127891e70","395e54a4-4b36-4a30-8e4e-39d2afc94ac7","<p>Channel: LinkedIn Ads</p>",12000,1,12000,,"28ed793c-a2b6-4902-b24b-c37c38e002f3",2025-06-03T12:16:39Z,2025-06-03T12:16:39Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"9bf21d67-7b11-4f65-9689-6f729dce186b","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold"">AMC</span></p><ul><li>CMS, framework, and plugin updates</li><li>Security patches, monitoring, and scheduled backups</li><li>Performance monitoring (page load speed &amp; Core Web Vitals)</li><li>Bug fixes and minor functional improvements</li><li>Mobile responsiveness testing across devices</li><li>Monthly third-party integration testing  (Bitrix24, Kendal AI, and other connected services)</li><li>Creation of new pages (up to 10 Hours of Maintenance per Month*)</li></ul>",4788,1,4788,,"2a5d8132-2646-4881-8d36-7c10c1c84baf",2026-04-24T06:23:13Z,2026-04-24T06:23:13Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"1be8b04d-25f7-4414-b2bb-b5b430fdfe98","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,250,1,250,,"2aa9188a-5f76-4508-b731-e96921ac6663",2024-12-10T12:35:18Z,2025-01-20T08:26:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"79dd4c19-59bc-4091-a9d1-78f7b4ecce6b","cb3328a7-5aff-4fe7-921f-b585c4163dc8","<p><span style=""text-decoration:underline""><span style=""font-style:italic""><span style=""font-weight:bold"">IMPORTANT NOTE:</span></span> </span></p><p>Hosting costs must be paid one week before website &amp; app live production.</p>",1809.5,1,1809.5,,"2aab6623-fb66-44cf-a2c4-83bc71482919",2023-09-12T13:36:43Z,2024-10-10T11:31:54Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"306e26ac-4c20-4e43-bee3-c44a9c2ff02e","9ce7b764-0240-4003-b858-3a24dc3e71f3","<p><span style=""font-weight:bold""><span style=""text-decoration:underline"">Media Spend &amp; PR</span></span></p><p>Programmatic Ads</p><p>Online PR</p>",3500,1,3500,,"2ab69196-87f8-4eec-a6d8-7900ec349123",2023-10-03T05:42:52Z,2023-10-03T05:42:52Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"376859ae-1f04-4275-af20-c5f0f6bc9ce1","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">1. Alkalive</span></p><ul><li>Social media &amp; content creation: 1 Reel, 5 Posts, 4 Stories</li><li>SEO included</li><li>Influencer marketing: excluded</li><li>Digital PR: first month only</li><li>Performance marketing: excluded from retainer, charged direct to client card</li></ul><p><span style=""font-weight:bold"">2. Calvo</span></p><ul><li>Social media &amp; content creation: 1 Reel, 5 Posts, 4 Stories</li><li>SEO: excluded</li><li>Influencer marketing: excluded</li><li>PR: excluded</li><li>Performance marketing: excluded from retainer, charged direct to client card</li></ul><p><span style=""font-weight:bold"">3. Lino</span></p><ul><li>Social media &amp; content creation: 1 Reel, 5 Posts, 4 Stories</li><li>SEO: excluded</li><li>Influencer marketing: excluded</li><li>PR: excluded</li><li>Performance marketing: excluded from retainer, charged direct to client card</li></ul><p> </p><p><span style=""font-weight:bold"">Reports</span></p><ul><li>Monthly report on organic content (all brands). Performance &amp; SEO for Alkalive</li><li>Performance + PR Summary for Alkalive</li></ul>",113770,1,113770,,"2b10bcdb-fce3-4234-8a3e-fb6a0ee7914e",2025-10-06T10:30:15Z,2025-10-28T07:39:44Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"02fd6982-dffb-46ec-8028-65abfb3ffec8","3393a717-a333-48a2-a785-ba2eebc00f68","<p>SEO + Website Maintenance - Commercial</p><p><span style=""font-weight:bold"">April - AED 3,150.00   </span></p><p><span style=""font-weight:bold"">May - AED   3,150.00   </span></p><p><span style=""font-weight:bold"">June - AED   3,150.00   </span></p><p><span style=""font-weight:bold"">July - AED   3,150.00   </span></p><p><span style=""font-weight:bold"">August - AED   3,150.00  </span> </p><p>Sept - AED   3,150.00   </p><p>Oct - AED   3,150.00   </p><p>Nov - AED   3,150.00   </p><p>Dec - AED   3,150.00</p>",3000,9,27000,,"2b251559-1fb8-4daa-b19e-2201a8fa3128",2025-04-17T07:35:17Z,2025-08-25T13:51:26Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"6bd55acf-43d6-4098-b112-9ae5fd49ddda","9ce7b764-0240-4003-b858-3a24dc3e71f3","<p>Search Engine Optimisation Monthly Recurring Package - FEBRUARY 2026</p><p>I. Keyword Research &amp; Tracking</p><ul><li>Monitor keyword rankings for important terms.</li><li>Research and identify new relevant keywords based on search trends and competitor  analysis.</li><li>Analyze keyword performance to identify areas for improvement.</li></ul><p>II. On-Page Optimization</p><ul><li>Review and optimize website content for target keywords and user experience.</li><li>Ensure title tags, meta descriptions, and header tags are optimized for relevant  keywords.</li><li>Maintain a healthy internal linking structure for improved website navigation.</li></ul><p>III. Technical SEO</p><ul><li>Conduct technical audits to identify and fix crawl errors, broken links, and mobile friendliness issues.</li><li>Monitor website speed and performance using tools like Google Page Speed Insights.</li><li>Submit sitemap updates to search engines to ensure proper indexing.</li></ul><p>IV. Content Strategy &amp; Link Building</p><ul><li>Develop content ideas based on keyword research and user intent.</li><li>Coordinate content creation to target high-value keywords and user engagement.</li><li>Monitor and manage backlinks to the website, focusing on quality and relevance.</li></ul><p>V. Analytics &amp; Reporting</p><ul><li>Generate monthly reports on website traffic, keyword rankings, and other SEO metrics.</li><li>Analyze data to identify trends and areas for improvement in your SEO strategy.</li><li>Track conversions and measure the success of your SEO efforts on business goals.</li></ul>",5500,1,5500,,"2b516eaf-a14d-4aa5-91a6-c3e49e5cd341",2026-01-30T05:42:44Z,2026-01-30T05:43:40Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"e3800fc6-a1a5-4979-b176-dca8ecfaf0db","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,275,1,275,,"2b561fd3-7e10-4615-9c0b-b56e5ff201f6",2025-08-28T06:07:19Z,2025-08-28T06:07:19Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"1f56992f-53b5-497b-95f2-d358b3f70d80","74bc6f85-06a7-480e-a30e-155b42f29627",,1500,1,1500,,"2b57d19b-e623-4fc5-9c6b-739432de856e",2023-02-15T05:56:27Z,2023-02-15T05:56:27Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"bce1987a-b9a2-4518-a1f2-5c5e9bf86156","74bc6f85-06a7-480e-a30e-155b42f29627","<p>Wix Premium Subscription</p>",789,1,789,,"2bc0643f-d81e-491e-a523-0e5db96829f2",2022-11-30T16:20:38Z,2022-11-30T16:20:38Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"2f8b2c03-3149-4ec2-a4e4-b1e64278b596","9ce7b764-0240-4003-b858-3a24dc3e71f3","<p>FB Business Account Upgrade</p>",2000,1,2000,,"2bc3823e-e43a-485f-ae22-fc60e26d8c1a",2023-07-03T05:06:06Z,2023-07-03T05:06:12Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"e8a47e93-9b30-4482-bf7a-de70417760a5","cb3328a7-5aff-4fe7-921f-b585c4163dc8","<p><span style=""font-weight:bold"">Note:</span></p><p>Payments made via Credit/Debit Card, Google Pay, Apple Pay, and PayPal will be subject to an additional 5% processing fee.</p>",1792.5,1,1792.5,,"2bd17c8a-0b0a-465d-87ae-76f1f29ae971",2023-08-18T06:10:43Z,2023-08-18T06:17:35Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"901e4f4f-7751-44c0-8daf-75f8d1847279","cb3328a7-5aff-4fe7-921f-b585c4163dc8","<p>VAT 5%</p>",45.28,1,45.28,,"2ce9ae6f-282c-495f-b7e5-d6b34432b693",2024-10-14T06:11:45Z,2025-06-03T11:06:18Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"349448c1-2bb3-4ba1-a4d7-fa367b9e354e","3393a717-a333-48a2-a785-ba2eebc00f68","<p>AZ &amp; Co</p>",3200,1,3200,,"2cf832f3-8f7a-4741-b127-941336100e43",2022-11-30T16:13:23Z,2022-11-30T16:13:31Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"23712be8-ef7f-45ee-8823-ea2f29762514","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""text-decoration:underline""><span style=""font-weight:bold"">Email API and Form - Bull and Bear Website</span></span></p><p> </p><ul><li>Email API for subscription (Footer Page)</li><li>Website design aligment to their previous subscription Form</li></ul>",250,1,250,,"2d15d27f-fed6-4b27-bb8b-232b83fa7447",2024-02-28T06:36:42Z,2024-02-28T06:36:42Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"7bbefad1-34d3-4099-b4f7-1340848c5b12","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,275,1,275,,"2d3b550d-46b0-4c7c-868d-242c2f14a972",2025-07-08T06:22:26Z,2025-07-08T06:22:26Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"0f0b3931-73b5-4965-9907-f3187800694e","5adee711-6197-4bbf-b057-460cfbc157db","<p><span style=""font-weight:bold"">Gulfct Branding - Scope of Meeting</span></p><p><span style=""font-weight:bold"">Deliverables:</span></p><ul><li><span style=""font-weight:bold"">Gulfct Brand      Guidelines</span> (No Arabic version of the logo required)</li><li><span style=""font-weight:bold"">Revamp of an Existing      Presentation</span> for the brand</li></ul><p><span style=""font-weight:bold"">Timeline:</span></p><ul><li>Wend has a meeting      next week and will need both deliverables beforehand.</li><li>We aim to complete      these by <span style=""font-weight:bold"">Friday (Feb 7th)</span> to allow sufficient time for review.</li></ul>",2500,1,2500,,"2d55adaf-2dc2-45e1-9710-9f3ad4b56f7a",2025-01-31T10:59:39Z,2025-01-31T10:59:39Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"d6a7c8b4-f062-4246-bd05-2bf95705f00c","74bc6f85-06a7-480e-a30e-155b42f29627","<p>2023-2024</p>",1000,1,1000,,"2d606b36-2662-404a-aba9-f2b03b9bc92b",2023-02-15T06:26:19Z,2023-05-05T21:21:13Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"8d5d2d1a-b20c-4b3d-8b62-0258ad7ad22a","5adee711-6197-4bbf-b057-460cfbc157db","<p>Zenith Zone Branding</p><p><span style=""font-weight:bold"">Brand Origination</span></p><ul><li>4 Logo Options</li><li>Color Pallete</li><li>Business Cards</li><li>Social Media Templates</li><li>Receipt &amp; Invoices</li><li>Brand Guidelines</li></ul>",6000,1,6000,,"2d8cfd7e-d1cd-4907-b55c-e87a011aae6e",2024-03-06T06:45:41Z,2024-03-06T06:45:41Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"026832c4-03b8-4b9d-9556-063f5d16601c","74bc6f85-06a7-480e-a30e-155b42f29627","<p>Wix Annual Subscription/ Domain</p><p><span style=""font-weight:bold"">anda.design</span></p>",2500,1,2500,,"2daa87c9-0ee4-49dc-b8da-31531c5399e9",2025-10-06T04:22:03Z,2025-10-06T04:22:28Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"e8a47e93-9b30-4482-bf7a-de70417760a5","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold"">Collaterals</span></p><p>85&quot; Android TV </p><p>Android Tablet Control </p><p>Gaming Laptop </p><p>Installation </p><p>Removal</p>",9600,1,9600,,"2db6ec0a-43db-4e14-96f5-2b709397d011",2023-08-18T06:09:52Z,2023-08-18T06:09:52Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"a80c7591-ca3e-47ec-8e57-428a5b8067b5","d3bc611b-69d2-4ced-9750-dddddbf73be5","<p>6 MONTHS RETAINER</p><p>MONTHLY - AED 9,000</p><p> </p><p><span style=""font-weight:bold"">HubSpot Maintenance - 6 months, retainer</span></p><p>● <span style=""font-weight:bold"">Regular System Health Checks:</span></p><p>○ Monitor HubSpot performance and identify potential issues.</p><p>○ Ensure system uptime and stability.</p><p>● <span style=""font-weight:bold"">Data Integrity Checks:</span></p><p>○ Verify data accuracy and consistency across all HubSpot modules.</p><p>○ Identify and resolve data discrepancies.</p><p>● <span style=""font-weight:bold"">HubSpot Updates and Upgrades:</span></p><p>○ Stay informed about HubSpot updates and releases.</p><p>○ Implement necessary updates and upgrades to maintain system functionality.</p><p> </p><p> </p><p><span style=""font-weight:bold"">Workflow Optimization</span></p><p>● <span style=""font-weight:bold"">Workflow Audit:</span></p><p>○ Review existing workflows for efficiency and effectiveness.</p><p>○ Identify redundant or outdated workflows.</p><p>● <span style=""font-weight:bold"">Workflow Enhancement:</span></p><p>○ Optimize workflow triggers, actions, and enrollment criteria.</p><p>○ Improve lead scoring and qualification processes.</p><p>○ Enhance lead nurturing and conversion strategies.</p><p>● <span style=""font-weight:bold"">Workflow Creation:</span></p><p>○ Develop new workflows to support specific marketing and sales goals.</p><p>○ Implement automated processes to streamline operations.</p><p> </p><p><span style=""font-weight:bold"">Contact Management</span></p><p>● <span style=""font-weight:bold"">Data Enrichment:</span></p><p>○ Identify and fill data gaps in contact records.</p><p>○ Enhance contact profiles with relevant information.</p><p>● <span style=""font-weight:bold"">Data Segmentation:</span></p><p>○ Create targeted contact segments based on demographics, behavior, and preferences.</p><p>● <span style=""font-weight:bold"">Contact Lifecycle Management:</span></p><p>○ Define contact stages and lifecycle stages.</p><p>○ Implement appropriate automation for each stage.</p><p> </p><p><span style=""font-weight:bold"">Form Optimization</span></p><p>● <span style=""font-weight:bold"">Form Performance Analysis:</span></p><p>○ Evaluate form conversion rates and identify areas for improvement.</p><p>○ Analyze form abandonment rates to optimize form design.</p><p>● <span style=""font-weight:bold"">Form Design and Development:</span></p><p>○ Create and optimize forms for different stages of the customer journey.</p><p>○ Implement A/B testing to improve form performance.</p><p>● <span style=""font-weight:bold"">Form Integration:</span></p><p>○ Ensure seamless integration of forms with CRM and marketing automation.</p><h3> </h3><h3><span style=""font-weight:bold"">Deliverables</span></h3><p>● Regular reports on HubSpot system health and performance.</p><p>● Optimized Workflows.</p><p>● Segmented contact database.</p><p>● Custom Husbpot Forms.</p><p> </p><p> </p>",9000,1,9000,,"2ddf2f85-ae98-4d6f-9836-7c724828e201",2024-08-21T09:57:29Z,2025-12-17T09:04:02Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"398cc94d-fa1e-46ec-85a6-2717f30d040b","74bc6f85-06a7-480e-a30e-155b42f29627","<ul><li>Website Maintenance (1 hour per month x 12 months)</li><li>Web Hosting 12 months (Wix Editor X)</li><li>SSL Certificate 12 months (Wix Editor X)</li></ul>",2000,1,2000,,"2df21c34-ce7f-4c85-afaf-d55c4e48469b",2022-11-28T12:43:19Z,2022-11-28T12:43:19Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"88535157-20ce-4b59-986c-e14ae7d40d55","395e54a4-4b36-4a30-8e4e-39d2afc94ac7","<p>Boosted post budget:</p><p>AED 500.00 x 3 months</p>",500,3,1500,,"2e2a6b6b-50b7-4bac-8f3e-a05e1c673246",2024-03-28T09:33:53Z,2024-03-28T09:33:53Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"c883fffc-90dd-4de7-bc64-dbb39294edd0","3393a717-a333-48a2-a785-ba2eebc00f68","<p>Maintenance (20 Hrs)</p>",6400,1,6400,,"2fd0c807-fa62-4e6b-9705-412647597dfd",2023-05-01T06:10:18Z,2023-05-01T06:10:18Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"d59d1bd7-8494-4e05-8a48-b7850c8f27c2","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Social Media Marketing - August</span></p><p>6 posts 2 Reels</p><p>3-5 Stories Weekly</p><p>Monthly Activities:</p><ul><li>Account Creation / Profile Optimisation</li><li>Monthly Strategy Creation</li><li>Monthly Content Calendar Creation</li><li>Post Scheduling</li><li>Cross Platform Posting</li><li>Community Management*</li><li>Monthly Analytics &amp; Reporting</li></ul><p> </p><p><span style=""font-weight:bold"">Community Management </span></p><p>includes directing incoming direct messages (DMs) and inquiries to the appropriate department (e.g., HR or Customer Service) as needed, engaging through comments and likes, and resharing content tagged by agents. Responses will be limited to general engagement and redirection, with no direct handling of specific HR or customer service matters.</p><p> </p><p><span style=""font-weight:bold"">Platform(s) to be managed:</span></p><ul><li>Facebook</li><li>LinkedIn</li><li>Instagram</li><li>TikTok</li></ul>",5000,1,5000,,"2fd0f2e1-b192-4585-896c-6c5098ab7afd",2025-07-30T04:40:19Z,2025-09-02T09:44:32Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"f86647fa-7c9d-4195-8930-f6ea76eb9752","395e54a4-4b36-4a30-8e4e-39d2afc94ac7","<p>Management Fees on Campaign Management for UK Roadshow in August</p>",6000,1,6000,,"3031e717-389c-4753-9926-831ae5fe64d5",2025-06-09T07:06:02Z,2025-06-09T09:13:49Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"a939a724-4ebb-463d-9366-9df2547b8ce3","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Social Media</span></p><p>4 Reels (Content Creation)</p><p>Monthly Calendar</p><p>Community Engagement</p><p>Monthly Report</p><p>AED 500 Boosting budget</p>",5500,1,5500,,"303f6d05-5c10-40f9-9974-387d99a3c4c1",2026-04-03T06:43:26Z,2026-04-03T06:43:26Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"9e1c5543-f020-4ae0-a814-1b6e82e83fb9","74bc6f85-06a7-480e-a30e-155b42f29627",,1575,1,1575,,"305a65d7-aea4-4c9c-9433-384f87d9a9b2",2024-06-09T16:38:46Z,2024-06-09T16:38:46Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"e955210e-3fff-4a6c-916f-c12dc859620f","41d8ea33-7b2e-4cd3-92a0-2b0aaf496405","<p><span style=""font-weight:bold"">Podcast &amp; Vlogs (10 Episodes)</span></p><p>Social Media Posts</p><p>Directing, Recording &amp; Editing</p><p>Content Branding</p>",4788,1,4788,,"3070dbf3-b9a6-472d-8838-6ec4a342dddb",2023-08-23T12:55:53Z,2023-10-31T10:02:23Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"9da421f3-8795-4f9e-82fa-b855acc507b2","3393a717-a333-48a2-a785-ba2eebc00f68",,7825,1,7825,,"30b86ab8-db65-4861-a208-2be740a27e33",2022-11-30T20:29:33Z,2022-11-30T20:29:33Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"454b8c98-0ad2-4ac8-893d-243163c64676","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,1985,1,1985,,"30ca5956-a35f-4343-8135-8230ba20f468",2023-10-25T11:40:19Z,2023-10-25T11:40:19Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"bad70355-7153-4d52-b8e3-90bed7aefecf","d406eff1-25c2-46d8-abc7-4cd0f77fb9a3","<p>Email Domain Set-up</p>",1000,1,1000,,"30e5f7f5-31b3-48c9-8928-59d9e2f2f6e6",2023-02-27T07:53:00Z,2023-02-27T07:53:47Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"2b42f104-f035-4ca8-ada3-3ff58fb15cdc","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">3 MONTHS SOCMED RETAINER</span></p><ul><li>Instagram, Facebook, TikTok, LinkedIn, Youtube</li><li>Social Media Content Creation - 12 Posts (Single Language) / mo</li><li>Photo / Graphics Production 8 Photos / Graphics / mo</li><li>Reel Videos Production (Up to 30sec) - 4 Reels / mo</li><li>Website Blog Posts (Shared on Social) 1x / mo</li><li>Monthly Content Calendar &amp; Post Scheduling</li><li>Alt Tags and Location Tags</li><li>Competitor Account Analysis and Comparison - Up to 3 Competitors</li><li>Community Management</li><li>Performance Audit / Analytics &amp; Reporting  - Monthly</li></ul>",5500,2,11000,,"30f5c7b0-fda1-4075-99c0-6787e11d0bc0",2024-07-16T12:03:16Z,2024-10-17T08:37:52Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"658e2959-db6f-49d5-9fb7-501eddaca1bb","3393a717-a333-48a2-a785-ba2eebc00f68","<p>DHL Integration</p>",7000,1,7000,,"31729160-776a-44f1-bf5c-334f48ec22a7",2023-03-02T05:20:48Z,2023-03-21T06:07:18Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"696a9d3a-7f4d-4715-95ed-8887da8952e9","d406eff1-25c2-46d8-abc7-4cd0f77fb9a3","<p>Apple Developer Enterprise Program Annual fee - AED 1,105.00 (Annual)</p><p>Google Playstore License - AED 100.00 (One-time)</p><p>Twinr App Shell (April, May June) - AED 2,700.00</p>",3905,1,3905,,"31abcb66-d736-4ad9-81bf-66e773f15b77",2024-03-29T07:40:26Z,2024-06-20T08:42:30Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"a690d8cf-7b7f-45f4-a9f8-e4bd14537938","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold""><span style=""text-decoration:underline"">Marketing &amp; Sales Push</span></span> </p><p>Planned &amp; Paid Campaigns </p><p>Ad Campaigns - Meta</p><p>Influencer Campaign </p><p>Campaign Management</p><p> </p><p><span style=""font-weight:bold"">Note:</span></p><p>Original Invoice amount is AED 11,000.00 + 5% VAT</p><p>Cancelled 3rd installment and adjusted invoice</p>",5616.4,1,5616.4,,"325681f7-a50e-46fd-a92c-07808a908fb9",2024-06-24T10:04:50Z,2024-09-06T09:35:33Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"4bbccfca-d746-4231-8d7c-39918a121a3f","5adee711-6197-4bbf-b057-460cfbc157db","<p>Palm Jumeirah Luxury Living - J Front Property Brochure Design</p>",75,31,2325,,"32ac2ab9-9068-4f59-b4f6-b2bc0e66945a",2025-09-17T07:37:59Z,2025-09-17T07:37:59Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"523194a3-154f-4a15-a5e3-a2eca6474ec8","74bc6f85-06a7-480e-a30e-155b42f29627","<p>Annual Hosting</p>",2000,1,2000,,"335ae894-33b4-4d1b-a4bf-aa081d103f56",2024-11-20T09:32:36Z,2024-11-20T09:32:36Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"fde41791-0aa1-4cd5-8890-873760fcc663","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">SOVEREIGN CAPITAL</span></p><p><span style=""font-weight:bold"">February 2026</span></p><ul><li>Socials (Sovereign Capital)</li><li>Branding Kit + Logo</li><li>Sovereign Website</li></ul>",10433.34,1,10433.34,,"337ac128-1408-4006-b87a-c214e2ec7b37",2026-02-02T07:22:46Z,2026-02-02T08:06:13Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"35cb592b-6865-4dd0-81c0-ca90563676e0","aec19a7f-1b0b-4085-837e-7981ac0d259e","<p>Sharjah Championship 3D Project</p>",5000,1,5000,,"33ba32b1-287a-4d2c-80a8-f65c5979ff37",2022-12-07T08:26:18Z,2022-12-07T08:26:18Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"393bcca4-6063-42ea-b645-a20dbe69bd50","3393a717-a333-48a2-a785-ba2eebc00f68","<p>Wix Premium Subscription for Code DXB</p>",2500,1,2500,,"34c7bfea-ee42-4f48-99bd-0265848bcead",2025-06-04T07:25:12Z,2025-07-21T11:11:13Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"fa1d4750-e355-44cd-80ea-9ce10d82ee02","74bc6f85-06a7-480e-a30e-155b42f29627","<p>12-month email subscription </p><p>Email Package up to 5 mailboxes</p><p>Email Set up</p>",350,1,350,,"34e2d676-bf26-4836-bee3-366e20456cd6",2024-03-04T07:02:44Z,2024-03-04T07:02:44Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"7bbefad1-34d3-4099-b4f7-1340848c5b12","9ce7b764-0240-4003-b858-3a24dc3e71f3","<p>Search Engine Optimisation Monthly Recurring Package - JULY</p><p>I. Keyword Research &amp; Tracking</p><ul><li>Monitor keyword rankings for important terms.</li><li>Research and identify new relevant keywords based on search trends and competitor  analysis.</li><li>Analyze keyword performance to identify areas for improvement.</li></ul><p>II. On-Page Optimization</p><ul><li>Review and optimize website content for target keywords and user experience.</li><li>Ensure title tags, meta descriptions, and header tags are optimized for relevant  keywords.</li><li>Maintain a healthy internal linking structure for improved website navigation.</li></ul><p>III. Technical SEO</p><ul><li>Conduct technical audits to identify and fix crawl errors, broken links, and mobile friendliness issues.</li><li>Monitor website speed and performance using tools like Google Page Speed Insights.</li><li>Submit sitemap updates to search engines to ensure proper indexing.</li></ul><p>IV. Content Strategy &amp; Link Building</p><ul><li>Develop content ideas based on keyword research and user intent.</li><li>Coordinate content creation to target high-value keywords and user engagement.</li><li>Monitor and manage backlinks to the website, focusing on quality and relevance.</li></ul><p>V. Analytics &amp; Reporting</p><ul><li>Generate monthly reports on website traffic, keyword rankings, and other SEO metrics.</li><li>Analyze data to identify trends and areas for improvement in your SEO strategy.</li><li>Track conversions and measure the success of your SEO efforts on business goals.</li></ul>",5000,1,5000,,"3500890e-76d4-46b9-97cf-bb2e841efb9b",2025-07-08T06:21:16Z,2025-09-30T06:09:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"8367c842-4c54-4ea2-a9c6-d603d41ee7f1","74bc6f85-06a7-480e-a30e-155b42f29627",,2000,1,2000,,"35647572-2f7e-4eaa-954d-89293e6effd4",2023-02-17T06:07:00Z,2023-02-17T06:07:00Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"d51f2d4c-742b-462e-8079-4e84a39d6e0f","3393a717-a333-48a2-a785-ba2eebc00f68","<p> </p>",2700,1,2700,,"35cc267f-b87a-44bc-9cd3-13141a5c176c",2022-11-28T18:26:47Z,2022-11-28T18:26:47Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
