"company","invoice","paymentNumber","payment","dueDate","paymentDate","amount","status","invoiceStatus","notes","paymentMethod","note","Debt Report","Payments","All Schedules","ID","Created Date","Updated Date","Owner","percentage","subInvoice"
"6b992c9d-755b-4c95-9666-1698f3926eec","dc84493a-2ffa-4d66-9530-7bcee949ebf3",,"Due for Payment",2024-12-05T20:00:00Z,2024-12-08T20:00:00Z,2625,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","382d7e10-3f86-49e4-83c2-16befaec763c",2024-12-06T06:59:21Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"c46a0b82-78f2-4142-8e25-a9f3f16bda0a","fe81fb4f-a29a-4edf-86bc-109b09b70e70",,"100% Immediate Payment",2024-10-06T16:00:00Z,2024-06-10T16:00:00Z,2100,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","38adc892-5e8f-4f3e-aa88-753a42e00477",2024-03-04T06:19:39Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"f32c1b3c-b303-4392-80fe-40e24b350b1c","1287be9d-90ee-49ef-b9ba-53d4ec087f38",,"50% Final Payment",2023-02-16T16:00:00Z,2023-06-11T16:00:00Z,1000,"Paid","Active","<p>03/22 - Chased final payment</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7","<p>Upon completion and before submission of final project copy</p>","/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","398372a2-814c-4bf3-a649-0cbfe5081da3",2023-01-17T06:56:05Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"f9aa4f91-b841-4e4e-9c7d-9808d0894ab0","6a7e0017-e3be-48c0-90e6-333829b83ab5",,"2nd Payment",2024-07-20T20:00:00Z,2024-08-06T20:00:00Z,135898.26,"Paid","Active","<p>1st payment of 2nd scheduled payment</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","39a54531-dbb7-44b0-b538-614507742edb",2024-06-24T07:19:09Z,2025-08-11T09:22:37Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"eabbf75e-8a97-4880-93bb-103d174cd6d2","2898b5c5-9f53-4f5d-9ccd-efb68d33d220",,"Initial 50%",2022-11-16T20:00:00Z,2022-12-31T20:00:00Z,3512.5,"Paid","Active","<p>11/28 - sent a reminder email</p><p>12/12 - Just wanted to check if you heard back from your bank so that we can settle the below invoice?</p><p>12/16 - sent fu</p><p>12/29 - FU Initial Payment</p><p>01/30 - FU Initial Payment</p><p> </p><p>Considered paid (Chase marco)</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","39ae7417-0fa5-4f7b-9d23-7866e6513adf",2022-11-28T16:11:25Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"f93f643b-5796-45aa-a79f-c8d0b609c130","74b9375f-57dd-4cd7-9f68-e400100a9324","RX-25MM-102","Due for payment",2025-10-12T20:00:00Z,,2100,"Due","Cancelled",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3a163e35-dd97-44bc-a730-cbbc96524ad3",2025-10-13T06:51:45Z,2025-12-09T10:13:50Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"52134946-ddb2-43d2-b77e-b5d3c1f71f84","851c4588-1669-4e80-aafe-3c45b359053d",,"100% Immediate Payment",2024-02-20T16:00:00Z,2024-03-21T16:00:00Z,105,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3a72fdfb-8177-4ffc-89c3-71b11a57f41a",2024-02-21T07:14:40Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"02e81c6c-f768-42f0-85fd-2d5f73a5b2b3","1c9de20a-a2d0-43fc-b701-d24f1a6be0aa",,"Initial",2022-09-07T20:00:00Z,2022-10-09T20:00:00Z,3500,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3acd92cf-a040-41bf-a7db-ed2f45b0328a",2022-11-28T18:41:59Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"e1d94d72-9ae6-42d9-89d5-694115a43c97","48a0a784-a188-46f5-9e61-c6dc0f0185ef","RX-25MM-073","Due for Payment",2025-07-24T20:00:00Z,2025-07-24T20:00:00Z,2625,"Paid","Active","<p>Thru Reimbursement</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3b80b1ee-0292-4bb7-90dd-233cd89b76f4",2025-07-21T11:16:58Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"e5a8f142-b45d-4375-973d-f0cc776663e1","bbfe9b9c-c62f-4aa5-9e52-2108da372154",,"December",2024-11-27T20:00:00Z,2024-11-28T20:00:00Z,5250,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3c19176b-0335-4c18-9fe8-64b0873a2022",2024-06-06T08:47:35Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"56eac7e9-af94-47c0-b4b1-2a4101a9b0c1","4a4e01aa-9574-4beb-b365-49005a420644",,"Prior Campaign Start Date",2025-05-29T20:00:00Z,2025-06-12T20:00:00Z,23100,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3c6a8663-8b54-4530-852c-372581833f04",2025-05-29T11:22:22Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"56eac7e9-af94-47c0-b4b1-2a4101a9b0c1","2bbae55d-07b8-4131-a738-6ca9813ce178","RX-25MM-032","Due for Payment",2025-04-24T20:00:00Z,,30450,"Due","Cancelled",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3cc42753-3333-4e36-a11d-5ad1c60c6b2c",2025-04-25T08:36:28Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"8d470f66-352c-4a1b-8668-774da3c08e70","96c1302f-d34e-4486-86bb-a9cd176fe559",,"100% Immediate Payment",2023-09-26T16:00:00Z,2023-09-26T16:00:00Z,2100,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3cc944ac-d1f8-48c6-a34a-ace803bad1d8",2023-09-27T08:32:05Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"34a2f467-ef8e-4733-b6ad-7d176e614466","87ec6999-c253-46f6-ae01-1fb290091155",,"Due every 28th of the month",2025-11-26T20:00:00Z,2025-12-04T20:00:00Z,5775,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3ce73b87-10c3-4860-ba47-9bd81b65ebc7",2025-10-28T07:52:55Z,2025-12-05T06:16:10Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"56eac7e9-af94-47c0-b4b1-2a4101a9b0c1","42a83461-ffb9-4b3f-aaf1-8e74e49ae1d6",,"100% Upfront Payment",2025-04-06T20:00:00Z,2025-04-30T20:00:00Z,2668.5,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7","<p>Overall Services</p>","/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3dabca1f-212f-40b9-9b72-f4a1a8b3d697",2025-04-07T10:33:13Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"0e683bfd-b212-43c3-9413-ba980c3162d9","fc113072-6c73-4b24-910a-43cddcab2643","RX-24MM-101","1st Month Retainer",2024-09-18T20:00:00Z,2024-10-16T20:00:00Z,2500,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3e042cb5-65a8-4fdb-bcad-ddbfc5599ed3",2024-09-19T13:09:28Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",0,
"734506c8-4e02-428f-92a5-1f1a96a7cd28","92c06047-f967-4cea-b7e0-298e62c373c3",,"100% Immediate Payment",2024-09-04T20:00:00Z,2024-10-15T20:00:00Z,2625,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3e1d0ed7-40ca-43e3-9a78-7a1488d98adb",2024-09-06T06:39:33Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"75be43f0-4a3a-44ed-8e43-cfe7fe4615c2","cbe6735d-7fb5-4a66-ba8c-658e0531e0c9",,"Due every 15th of the month",2026-01-14T20:00:00Z,2026-01-18T20:00:00Z,5906.25,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3e33c2e7-4597-4683-98ae-fb8f0e7d3376",2025-12-29T07:26:21Z,2026-01-19T06:45:04Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"8ac008a5-6be6-4b6e-9983-3e8b2258af9f","7560dfb8-e6b0-4be3-9c48-bfd113a6b74c",,"April",2025-04-23T20:00:00Z,2025-05-15T20:00:00Z,4500,"Paid","Active","<p>Paid via stripe</p>","3b10f3fc-ba88-415d-b2a9-024cd41f5268",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3e537118-4df9-475d-98f5-94ec63608581",2025-01-15T12:43:04Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"73469973-b85b-4f9d-9a21-11b1e5362527","f01c0a81-45df-4b38-9bbe-b5a3616edbbd","RX-24MM-085","Social Media Marketing Installment 2",2024-09-21T20:00:00Z,,7350,"Due","Cancelled",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3e829963-6eb2-42cc-995b-02d3ec1754bc",2024-08-22T06:03:56Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"4c3f7e72-8295-491c-822f-30d8054de9d8","d5d299a2-6bb6-4365-abf5-7dd86325db7b",,"100% Immediate Payment",2023-09-17T16:00:00Z,2023-09-28T16:00:00Z,19687.5,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3ee54a08-d45b-4d3f-b48c-8e016919d9a2",2023-09-18T12:27:45Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"e2b67c24-6545-4ed4-953f-06c53d8f6e6b","8743eee5-b60c-479e-946c-86eaa4386c3e","RX-24MM-080","3rd Installment",2024-10-31T16:00:00Z,,18900,"Due","Cancelled",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3f67408f-49eb-4129-8056-2ede01fb8a29",2024-07-30T07:00:00Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"e2b67c24-6545-4ed4-953f-06c53d8f6e6b","3951df0b-8738-4ff9-9080-47aafc61d7f0",,"5th Installment",2024-12-30T20:00:00Z,2024-12-25T20:00:00Z,5250,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","3fbf9d98-5403-4dbc-a1de-3ba1cfd63c18",2024-07-30T06:44:41Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",0,
"e2b67c24-6545-4ed4-953f-06c53d8f6e6b","8743eee5-b60c-479e-946c-86eaa4386c3e","RX-24MM-080","2nd Installment",2024-09-30T16:00:00Z,,18900,"Due","Cancelled",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4055c9cc-6a37-4cce-a713-797aee2bd827",2024-07-30T06:59:38Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"f9c4b9cf-50cd-44a2-ba40-f853a021b41f","232158d9-a029-44bb-b9f4-7311204143eb",,"100% Payment",2023-06-18T20:00:00Z,2023-06-24T20:00:00Z,3800,"Paid","Active","<p>Transfered by Jeano to Mutant</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","41675823-8b0f-4b8b-8e26-3733ef77e377",2023-05-22T13:01:17Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"f32c1b3c-b303-4392-80fe-40e24b350b1c","446ccfc3-126a-4602-894a-1610a6eeec17",,"Annual Subscription - Full Payment",2023-08-28T16:00:00Z,2023-09-25T16:00:00Z,1575,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","416d2966-93df-4464-bbaf-a88d4318031d",2023-02-17T06:09:50Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"97fa41fe-3189-46cb-93d0-c7aa942c609c","a152878e-b5b0-4cb3-a39a-6885baa7b43b","RX-REV23MM-0103","100% Full Payment",2023-11-14T16:00:00Z,,1837.5,"Paid","Active",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","41921186-aafb-4460-b167-6e1831aa4c8f",2023-11-15T07:15:05Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"34a2f467-ef8e-4733-b6ad-7d176e614466","e4291b7f-3091-4131-8d51-251e00712858",,"Due on the 15th of every month",2025-12-14T20:00:00Z,2025-12-15T20:00:00Z,26250,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4240c714-0425-43f8-9598-4d57e0f9bf34",2025-12-05T09:40:37Z,2025-12-16T06:35:36Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"e5a8f142-b45d-4375-973d-f0cc776663e1","8b5a28f0-eff8-4e68-98fe-ed7123d1bf9c",,"Due for Payment",2025-09-29T20:00:00Z,2025-09-28T20:00:00Z,1575,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4333158f-a694-4b52-b4db-5226969112d2",2025-09-30T12:00:02Z,2025-10-06T04:36:12Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"2bc7a710-aefc-4b06-b0b2-361b14b3b092","14fcbc23-0536-47b7-b2b6-855126f56489",,"Final",2022-05-23T20:00:00Z,2022-05-23T20:00:00Z,5000,"Paid","Active",,"3b10f3fc-ba88-415d-b2a9-024cd41f5268",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","43e29865-238b-4926-bfb7-f06c2054dcb6",2022-11-30T20:23:08Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"e5a8f142-b45d-4375-973d-f0cc776663e1","803ecd1d-9082-4c28-8778-aff4506f2795",,"Due for Payment",2026-02-02T20:00:00Z,2026-02-05T20:00:00Z,6300,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4404be41-05ff-4c3b-87fe-29d6b3b31d56",2026-02-03T07:01:50Z,2026-02-06T10:01:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"73469973-b85b-4f9d-9a21-11b1e5362527","f01c0a81-45df-4b38-9bbe-b5a3616edbbd","RX-24MM-085","Social Media Marketing Installment 11",2025-06-21T20:00:00Z,,7350,"Due","Cancelled",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","44f99e74-93a9-493f-b747-5bdd416f1d25",2024-08-22T06:03:56Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"f644f0b2-3ef9-4d0a-80c3-276de3135008","5f0b96a2-4df3-422f-89cc-50d424642ddd",,"50% Balance Due - Upon the launch of the project",2026-02-11T20:00:00Z,,4003,"Due","Active",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","459d719b-4270-4346-bc19-9185210cd65d",2025-11-17T13:41:31Z,2026-02-14T11:04:55Z,"01f011dc-8d52-4de4-9524-780ccef3313b",0.5,
"44cc2d51-ab3a-43ce-94b3-b4e9cf41f6cd","52637b3c-6c9d-4ee8-97ac-9f7b27015d38",,"100% Due for payment",2024-10-14T20:00:00Z,2024-11-26T20:00:00Z,1000,"Paid","Active","<p>Oct 30, 2024 - Chased</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","45cbbd8b-a411-441f-bf2e-9373767d22f1",2024-10-15T05:53:32Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"b372c328-44bd-4a98-b673-29e299159fa9","3ee99b9e-52be-4116-adfd-9639464fec8d",,"30% Mvp Approval",2023-08-31T16:00:00Z,2023-11-12T16:00:00Z,6930,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","45f637a1-c31e-491f-b3a0-2232585c1d89",2023-03-29T10:23:55Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"f9aa4f91-b841-4e4e-9c7d-9808d0894ab0","6a7e0017-e3be-48c0-90e6-333829b83ab5",,"Phase 3 upon App Development 1/2",2024-12-31T16:00:00Z,2025-01-08T16:00:00Z,36692.6,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","476957b5-daf7-4eff-868f-48d8a6eba1d1",2024-12-12T11:23:05Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"bea1a37b-e930-488d-afcc-72b6d412ac08","2b42f104-f035-4ca8-ada3-3ff58fb15cdc",,"October",2024-09-16T20:00:00Z,2024-09-05T20:00:00Z,5775,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4816d7c5-4ab7-4993-bc7a-69685e588c0c",2024-07-16T12:03:16Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",0,
"c571caf6-a52d-4335-8317-8fd08f3739f4","eeb9e90f-9efa-403e-9c6a-32c8bf6b280d",,"Commencement Date",2026-04-26T20:00:00Z,2026-04-29T20:00:00Z,8400,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","48ea80ea-29e1-4d7b-8a1e-bada08fa682d",2026-04-24T11:22:08Z,2026-04-30T11:21:36Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"e5a8f142-b45d-4375-973d-f0cc776663e1","dbe8af9f-8b89-4873-9c55-4a4d0d8c1448",,"Due for Payment",2024-08-26T20:00:00Z,2024-08-28T20:00:00Z,184.62,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","49a405a9-ca21-4f4b-bab4-3fc3f6bcbacf",2024-08-27T05:57:29Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",0,
"e5a8f142-b45d-4375-973d-f0cc776663e1","2dc4d311-33c7-4d13-ac14-f7f25d10fdd5",,"Due every 28th of the month",2025-09-27T20:00:00Z,2025-09-28T20:00:00Z,5775,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","49cdd8d0-0108-4df7-8a4b-bad9b041e04b",2025-09-02T09:43:41Z,2025-09-30T09:21:10Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"a9fcb0ef-847b-44f7-8e69-281f112d9134","6cc288eb-ee00-473e-96d9-c2d3369d653b",,"2nd Installment",2025-03-04T20:00:00Z,2025-02-20T20:00:00Z,20000,"Paid","Active","<p>Paid Thru Reimbursement</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4a729ace-4628-4d16-9c31-f487faed520a",2025-02-06T14:13:00Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"e2b67c24-6545-4ed4-953f-06c53d8f6e6b","3951df0b-8738-4ff9-9080-47aafc61d7f0","RX-24MM-079","11th Installment",2025-06-30T16:00:00Z,,5250,"Due","Active",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4a820be4-b153-46e0-bca3-e1a368ee3720",2024-07-30T06:47:04Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"662cb79e-f2bf-4ae5-a777-5f4a3bce8fa7","e30a6144-9ff1-403c-9737-27ba19e794c9","RX-25MM-048","Due for Payment",2025-10-17T20:00:00Z,,2625,"Due","Active",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4b50df3c-da04-4a60-ae40-a7830b7ae8b4",2025-05-30T10:38:01Z,2025-10-21T10:31:57Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"e2b67c24-6545-4ed4-953f-06c53d8f6e6b","4a127f12-8c7e-4110-ac9a-776d2f062e48",,"100% Payment",2024-09-18T16:00:00Z,2024-10-22T16:00:00Z,7087.5,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4b550e7f-0c6f-46e6-89f3-48c8ee751e53",2024-09-19T11:13:59Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"02e81c6c-f768-42f0-85fd-2d5f73a5b2b3","764360d4-089f-4f8b-a1eb-a58bd3dde2cb",,"100% Immediate Payment",2024-04-07T20:00:00Z,2024-05-14T20:00:00Z,1050,"Paid","Active","<p>04/11/2024 - Chased</p>","1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4b5c81d8-8e5b-429a-9506-ea112fbe0fc6",2024-03-04T09:06:42Z,2025-08-08T07:33:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"c46a0b82-78f2-4142-8e25-a9f3f16bda0a","1cc1f9b0-c666-400a-b10f-9acfb623c219",,"100% Payment upon completion of the project",2023-09-20T16:00:00Z,2023-11-08T16:00:00Z,4987.5,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4c15b972-21c0-4e9e-a105-ca17e2f0792c",2023-09-21T13:27:42Z,2025-08-06T04:53:14Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc",,
"f93f643b-5796-45aa-a79f-c8d0b609c130","0269a54a-3cf4-4868-9364-d5781d8186ab","RX-25MM-069","Due for Payment",2025-07-30T20:00:00Z,,3675,"Due","Cancelled",,,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4c2782fe-84da-4b8e-af21-dce4595cc8c4",2025-07-08T06:33:14Z,2025-12-09T10:14:11Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"8b4107d2-c184-4450-966a-819e88ba32ad","7526d57d-c25a-4d1a-bcaf-650d01541fe9",,"5th Payment",2024-10-27T20:00:00Z,,0,"Due","Cancelled","<p>Cancelled</p>",,,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4ca81e7f-07b3-436f-8f15-c36495b3ff70",2024-06-24T09:57:56Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"8b4107d2-c184-4450-966a-819e88ba32ad","978dc66e-60b5-4b57-9c5b-7dd856eb3fef","RX-24MM-054","Immediate Payment",2024-06-05T16:00:00Z,2024-06-06T16:00:00Z,5000,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4d618f5b-8008-4816-8828-f98deea31560",2024-06-07T10:11:59Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"e5a8f142-b45d-4375-973d-f0cc776663e1","c9db0418-e05e-411e-b6fa-9915549875df",,"Due payment",2025-10-06T20:00:00Z,2025-10-07T20:00:00Z,1575,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","4f374741-5386-46ac-a0fa-86302d0db4df",2025-10-07T10:11:07Z,2025-10-09T06:14:41Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
"0504934a-00e2-435f-a2fa-8d03fb8cadbf","79dd4c19-59bc-4091-a9d1-78f7b4ecce6b",,"Final Payment",2025-01-22T20:00:00Z,2025-04-28T20:00:00Z,3540,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","501baaae-187b-4c80-93c2-af560c8605b4",2024-12-30T03:45:51Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"0d5fb996-1d33-40e4-a21c-63d0244f4b18","738f827d-bc74-4047-b4a0-f28412e615eb",,"4th Payment",2025-10-31T20:00:00Z,2025-11-20T20:00:00Z,10000,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","50460ff8-2d6e-421d-af62-2cf04af25ca4",2025-08-04T06:37:42Z,2025-12-10T08:20:13Z,"01f011dc-8d52-4de4-9524-780ccef3313b",,
"0d5fb996-1d33-40e4-a21c-63d0244f4b18","afb7de6e-fb62-4b5d-a2ed-9e88fd526ee6",,"Due for Payment",2024-07-24T16:00:00Z,2024-07-25T16:00:00Z,2100,"Paid","Active",,"1e696b2d-37f8-4c75-ae62-d0f85cda27a7",,"/dashboard-debt-report/","/dashboard-payments/","/dashboard-all-schedules/","50515f9d-95af-4999-92e2-5e6ca0a5924d",2024-07-25T10:56:36Z,2025-08-06T04:53:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b",1,
